TaskID,TAG,SkillLevel,YOE,ResourceCost (Annual),Time_Spent
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,130
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,50,3,24392,50
DEV2,WebDeveloper,50,3,24392,25
DEV3,WebDeveloper,50,3,24392,30
DEV4,WebDeveloper,50,3,24392,160
DEV5,WebDeveloper,50,3,24392,110
DEV6,WebDeveloper,50,3,24392,60
DEV10,WebConsultant,70,4,20038,285
DEV11,WebDeveloper,50,3,24392,100
DEV12,WebDeveloper,50,3,24392,100
DEV18,ProjectManager,70,4,24392,120
DEV19,WebDeveloper,50,3,24392,90
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,175
TES3,WebConsultant,70,4,20038,160
TES5,WebConsultant,70,4,20038,120
TES6,WebDeveloper,50,3,24392,120
TES7,ProjectManager,70,4,24392,90
REL1,WebDeveloper,50,3,24392,70
REL2,ProjectManager,70,4,24392,80
REL3,ProjectManager,70,4,24392,90
REL4,WebDeveloper,50,3,24392,190
REL5,ProjectManager,70,4,24392,60
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,45
DES1,ProjectManager,70,4,24392,50
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,395
DES4,ProjectManager,70,4,24392,45
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,15
DEV1,WebDeveloper,30,1,20038,100
DEV2,WebDeveloper,30,1,20038,50
DEV3,WebDeveloper,30,1,20038,60
DEV4,WebDeveloper,30,1,20038,270
DEV5,WebDeveloper,30,1,20038,140
DEV6,WebDeveloper,30,1,20038,105
DEV10,WebConsultant,50,3,17888,305
DEV11,WebDeveloper,30,1,20038,170
DEV12,WebDeveloper,30,1,20038,170
DEV18,ProjectManager,70,4,24392,110
DEV19,WebDeveloper,30,1,20038,120
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,50,3,17888,185
TES3,WebConsultant,50,3,17888,150
TES5,WebConsultant,50,3,17888,205
TES6,WebDeveloper,30,1,20038,175
TES7,ProjectManager,70,4,24392,80
REL1,WebDeveloper,30,1,20038,130
REL2,ProjectManager,70,4,24392,85
REL3,ProjectManager,70,4,24392,95
REL4,WebDeveloper,30,1,20038,280
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,380
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,110
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,80,6,29049,40
DEV2,WebDeveloper,80,6,29049,20
DEV3,WebDeveloper,80,6,29049,40
DEV4,WebDeveloper,80,6,29049,160
DEV5,WebDeveloper,80,6,29049,75
DEV6,WebDeveloper,80,6,29049,50
DEV10,WebConsultant,70,4,20038,265
DEV11,WebDeveloper,80,6,29049,100
DEV12,WebDeveloper,80,6,29049,100
DEV18,ProjectManager,70,4,24392,90
DEV19,WebDeveloper,80,6,29049,80
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,130
TES3,WebConsultant,70,4,20038,180
TES5,WebConsultant,70,4,20038,135
TES6,WebDeveloper,80,6,29049,105
TES7,ProjectManager,70,4,24392,70
REL1,WebDeveloper,80,6,29049,45
REL2,ProjectManager,70,4,24392,75
REL3,ProjectManager,70,4,24392,75
REL4,WebDeveloper,80,6,29049,135
REL5,ProjectManager,70,4,24392,60
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,420
DES4,ProjectManager,70,4,24392,30
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,50,3,24392,60
DEV2,WebDeveloper,50,3,24392,40
DEV3,WebDeveloper,50,3,24392,35
DEV4,WebDeveloper,50,3,24392,210
DEV5,WebDeveloper,50,3,24392,100
DEV6,WebDeveloper,50,3,24392,65
DEV10,WebConsultant,50,3,17888,320
DEV11,WebDeveloper,50,3,24392,130
DEV12,WebDeveloper,50,3,24392,120
DEV18,ProjectManager,70,4,24392,110
DEV19,WebDeveloper,50,3,24392,110
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,50,3,17888,195
TES3,WebConsultant,50,3,17888,170
TES5,WebConsultant,50,3,17888,160
TES6,WebDeveloper,50,3,24392,105
TES7,ProjectManager,70,4,24392,60
REL1,WebDeveloper,50,3,24392,60
REL2,ProjectManager,70,4,24392,85
REL3,ProjectManager,70,4,24392,90
REL4,WebDeveloper,50,3,24392,220
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,35
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,430
DES4,ProjectManager,70,4,24392,55
DES5,WebDesigner,60,3,20038,125
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,30,1,20038,90
DEV2,WebDeveloper,30,1,20038,75
DEV3,WebDeveloper,30,1,20038,70
DEV4,WebDeveloper,30,1,20038,285
DEV5,WebDeveloper,30,1,20038,120
DEV6,WebDeveloper,30,1,20038,85
DEV10,WebConsultant,20,1,14664,365
DEV11,WebDeveloper,30,1,20038,165
DEV12,WebDeveloper,30,1,20038,165
DEV18,ProjectManager,70,4,24392,100
DEV19,WebDeveloper,30,1,20038,135
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,275
TES3,WebConsultant,20,1,14664,210
TES5,WebConsultant,20,1,14664,255
TES6,WebDeveloper,30,1,20038,130
TES7,ProjectManager,70,4,24392,100
REL1,WebDeveloper,30,1,20038,110
REL2,ProjectManager,70,4,24392,70
REL3,ProjectManager,70,4,24392,95
REL4,WebDeveloper,30,1,20038,240
REL5,ProjectManager,70,4,24392,40
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,45
DES1,ProjectManager,70,4,24392,40
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,410
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,140
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,80,6,29049,60
DEV2,WebDeveloper,80,6,29049,15
DEV3,WebDeveloper,80,6,29049,20
DEV4,WebDeveloper,80,6,29049,205
DEV5,WebDeveloper,80,6,29049,95
DEV6,WebDeveloper,80,6,29049,55
DEV10,WebConsultant,50,3,17888,305
DEV11,WebDeveloper,80,6,29049,110
DEV12,WebDeveloper,80,6,29049,100
DEV18,ProjectManager,70,4,24392,115
DEV19,WebDeveloper,80,6,29049,100
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,50,3,17888,165
TES3,WebConsultant,50,3,17888,140
TES5,WebConsultant,50,3,17888,170
TES6,WebDeveloper,80,6,29049,80
TES7,ProjectManager,70,4,24392,80
REL1,WebDeveloper,80,6,29049,50
REL2,ProjectManager,70,4,24392,80
REL3,ProjectManager,70,4,24392,100
REL4,WebDeveloper,80,6,29049,150
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,35
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,15
REQ4,ProjectManager,70,4,24392,65
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,430
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,175
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,50,3,24392,50
DEV2,WebDeveloper,50,3,24392,30
DEV3,WebDeveloper,50,3,24392,25
DEV4,WebDeveloper,50,3,24392,225
DEV5,WebDeveloper,50,3,24392,100
DEV6,WebDeveloper,50,3,24392,50
DEV10,WebConsultant,20,1,14664,410
DEV11,WebDeveloper,50,3,24392,120
DEV12,WebDeveloper,50,3,24392,115
DEV18,ProjectManager,70,4,24392,100
DEV19,WebDeveloper,50,3,24392,160
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,280
TES3,WebConsultant,20,1,14664,250
TES5,WebConsultant,20,1,14664,215
TES6,WebDeveloper,50,3,24392,105
TES7,ProjectManager,70,4,24392,100
REL1,WebDeveloper,50,3,24392,80
REL2,ProjectManager,70,4,24392,85
REL3,ProjectManager,70,4,24392,75
REL4,WebDeveloper,50,3,24392,210
REL5,ProjectManager,70,4,24392,60
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,15
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,420
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,150
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,30,1,20038,90
DEV2,WebDeveloper,30,1,20038,75
DEV3,WebDeveloper,30,1,20038,50
DEV4,WebDeveloper,30,1,20038,250
DEV5,WebDeveloper,30,1,20038,135
DEV6,WebDeveloper,30,1,20038,90
DEV10,WebConsultant,70,4,20038,260
DEV11,WebDeveloper,30,1,20038,180
DEV12,WebDeveloper,30,1,20038,180
DEV18,ProjectManager,70,4,24392,110
DEV19,WebDeveloper,30,1,20038,150
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,175
TES3,WebConsultant,70,4,20038,190
TES5,WebConsultant,70,4,20038,120
TES6,WebDeveloper,30,1,20038,180
TES7,ProjectManager,70,4,24392,60
REL1,WebDeveloper,30,1,20038,90
REL2,ProjectManager,70,4,24392,70
REL3,ProjectManager,70,4,24392,85
REL4,WebDeveloper,30,1,20038,250
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,40
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,20
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,70
DES2,ProjectManager,70,4,24392,35
DES3,WebDesigner,60,3,20038,450
DES4,ProjectManager,70,4,24392,45
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,80,6,29049,40
DEV2,WebDeveloper,80,6,29049,35
DEV3,WebDeveloper,80,6,29049,15
DEV4,WebDeveloper,80,6,29049,175
DEV5,WebDeveloper,80,6,29049,60
DEV6,WebDeveloper,80,6,29049,55
DEV10,WebConsultant,20,1,14664,440
DEV11,WebDeveloper,80,6,29049,120
DEV12,WebDeveloper,80,6,29049,95
DEV18,ProjectManager,70,4,24392,100
DEV19,WebDeveloper,80,6,29049,125
DEV20,ProjectManager,70,4,24392,40
TES1,WebConsultant,20,1,14664,240
TES3,WebConsultant,20,1,14664,230
TES5,WebConsultant,20,1,14664,205
TES6,WebDeveloper,80,6,29049,85
TES7,ProjectManager,70,4,24392,70
REL1,WebDeveloper,80,6,29049,40
REL2,ProjectManager,70,4,24392,80
REL3,ProjectManager,70,4,24392,95
REL4,WebDeveloper,80,6,29049,155
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,60
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,430
DES4,ProjectManager,70,4,24392,30
DES5,WebDesigner,60,3,20038,120
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,50,3,24392,70
DEV2,WebDeveloper,50,3,24392,25
DEV3,WebDeveloper,50,3,24392,45
DEV4,WebDeveloper,50,3,24392,195
DEV5,WebDeveloper,50,3,24392,110
DEV6,WebDeveloper,50,3,24392,70
DEV10,WebConsultant,70,4,20038,265
DEV11,WebDeveloper,50,3,24392,120
DEV12,WebDeveloper,50,3,24392,130
DEV18,ProjectManager,70,4,24392,110
DEV19,WebDeveloper,50,3,24392,100
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,145
TES3,WebConsultant,70,4,20038,165
TES5,WebConsultant,70,4,20038,110
TES6,WebDeveloper,50,3,24392,105
TES7,ProjectManager,70,4,24392,100
REL1,WebDeveloper,50,3,24392,55
REL2,ProjectManager,70,4,24392,70
REL3,ProjectManager,70,4,24392,85
REL4,WebDeveloper,50,3,24392,215
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,35
DES3,WebDesigner,60,3,20038,400
DES4,ProjectManager,70,4,24392,60
DES5,WebDesigner,60,3,20038,110
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,30,1,20038,100
DEV2,WebDeveloper,30,1,20038,50
DEV3,WebDeveloper,30,1,20038,50
DEV4,WebDeveloper,30,1,20038,275
DEV5,WebDeveloper,30,1,20038,145
DEV6,WebDeveloper,30,1,20038,100
DEV10,WebConsultant,50,3,17888,335
DEV11,WebDeveloper,30,1,20038,180
DEV12,WebDeveloper,30,1,20038,165
DEV18,ProjectManager,70,4,24392,100
DEV19,WebDeveloper,30,1,20038,175
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,50,3,17888,205
TES3,WebConsultant,50,3,17888,205
TES5,WebConsultant,50,3,17888,205
TES6,WebDeveloper,30,1,20038,165
TES7,ProjectManager,70,4,24392,100
REL1,WebDeveloper,30,1,20038,120
REL2,ProjectManager,70,4,24392,80
REL3,ProjectManager,70,4,24392,85
REL4,WebDeveloper,30,1,20038,260
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,55
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,25
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,40
DES3,WebDesigner,60,3,20038,390
DES4,ProjectManager,70,4,24392,45
DES5,WebDesigner,60,3,20038,150
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,80,6,29049,55
DEV2,WebDeveloper,80,6,29049,15
DEV3,WebDeveloper,80,6,29049,35
DEV4,WebDeveloper,80,6,29049,155
DEV5,WebDeveloper,80,6,29049,100
DEV6,WebDeveloper,80,6,29049,55
DEV10,WebConsultant,70,4,20038,290
DEV11,WebDeveloper,80,6,29049,120
DEV12,WebDeveloper,80,6,29049,105
DEV18,ProjectManager,70,4,24392,130
DEV19,WebDeveloper,80,6,29049,100
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,170
TES3,WebConsultant,70,4,20038,200
TES5,WebConsultant,70,4,20038,105
TES6,WebDeveloper,80,6,29049,60
TES7,ProjectManager,70,4,24392,60
REL1,WebDeveloper,80,6,29049,55
REL2,ProjectManager,70,4,24392,85
REL3,ProjectManager,70,4,24392,105
REL4,WebDeveloper,80,6,29049,135
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,20
DES3,WebDesigner,60,3,20038,450
DES4,ProjectManager,70,4,24392,70
DES5,WebDesigner,60,3,20038,150
DES6,ProjectManager,70,4,24392,20
DEV1,WebDeveloper,50,3,24392,60
DEV2,WebDeveloper,50,3,24392,35
DEV3,WebDeveloper,50,3,24392,30
DEV4,WebDeveloper,50,3,24392,220
DEV5,WebDeveloper,50,3,24392,100
DEV6,WebDeveloper,50,3,24392,65
DEV10,WebConsultant,50,3,17888,320
DEV11,WebDeveloper,50,3,24392,130
DEV12,WebDeveloper,50,3,24392,120
DEV18,ProjectManager,70,4,24392,150
DEV19,WebDeveloper,50,3,24392,110
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,50,3,17888,200
TES3,WebConsultant,50,3,17888,180
TES5,WebConsultant,50,3,17888,185
TES6,WebDeveloper,50,3,24392,135
TES7,ProjectManager,70,4,24392,125
REL1,WebDeveloper,50,3,24392,60
REL2,ProjectManager,70,4,24392,70
REL3,ProjectManager,70,4,24392,65
REL4,WebDeveloper,50,3,24392,205
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,25
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,20
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,20
DES3,WebDesigner,60,3,20038,420
DES4,ProjectManager,70,4,24392,60
DES5,WebDesigner,60,3,20038,180
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,30,1,20038,110
DEV2,WebDeveloper,30,1,20038,45
DEV3,WebDeveloper,30,1,20038,55
DEV4,WebDeveloper,30,1,20038,240
DEV5,WebDeveloper,30,1,20038,155
DEV6,WebDeveloper,30,1,20038,110
DEV10,WebConsultant,20,1,14664,425
DEV11,WebDeveloper,30,1,20038,175
DEV12,WebDeveloper,30,1,20038,185
DEV18,ProjectManager,70,4,24392,140
DEV19,WebDeveloper,30,1,20038,130
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,270
TES3,WebConsultant,20,1,14664,265
TES5,WebConsultant,20,1,14664,195
TES6,WebDeveloper,30,1,20038,195
TES7,ProjectManager,70,4,24392,115
REL1,WebDeveloper,30,1,20038,145
REL2,ProjectManager,70,4,24392,80
REL3,ProjectManager,70,4,24392,85
REL4,WebDeveloper,30,1,20038,255
REL5,ProjectManager,70,4,24392,60
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,75
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,430
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,125
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,80,6,29049,40
DEV2,WebDeveloper,80,6,29049,45
DEV3,WebDeveloper,80,6,29049,15
DEV4,WebDeveloper,80,6,29049,165
DEV5,WebDeveloper,80,6,29049,90
DEV6,WebDeveloper,80,6,29049,55
DEV10,WebConsultant,50,3,17888,355
DEV11,WebDeveloper,80,6,29049,110
DEV12,WebDeveloper,80,6,29049,115
DEV18,ProjectManager,70,4,24392,130
DEV19,WebDeveloper,80,6,29049,130
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,50,3,17888,205
TES3,WebConsultant,50,3,17888,205
TES5,WebConsultant,50,3,17888,195
TES6,WebDeveloper,80,6,29049,90
TES7,ProjectManager,70,4,24392,110
REL1,WebDeveloper,80,6,29049,50
REL2,ProjectManager,70,4,24392,85
REL3,ProjectManager,70,4,24392,105
REL4,WebDeveloper,80,6,29049,150
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,40
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,65
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,440
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,180
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,50,3,24392,55
DEV2,WebDeveloper,50,3,24392,50
DEV3,WebDeveloper,50,3,24392,30
DEV4,WebDeveloper,50,3,24392,175
DEV5,WebDeveloper,50,3,24392,120
DEV6,WebDeveloper,50,3,24392,65
DEV10,WebConsultant,20,1,14664,450
DEV11,WebDeveloper,50,3,24392,125
DEV12,WebDeveloper,50,3,24392,120
DEV18,ProjectManager,70,4,24392,120
DEV19,WebDeveloper,50,3,24392,185
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,20,1,14664,270
TES3,WebConsultant,20,1,14664,230
TES5,WebConsultant,20,1,14664,245
TES6,WebDeveloper,50,3,24392,115
TES7,ProjectManager,70,4,24392,90
REL1,WebDeveloper,50,3,24392,75
REL2,ProjectManager,70,4,24392,75
REL3,ProjectManager,70,4,24392,85
REL4,WebDeveloper,50,3,24392,195
REL5,ProjectManager,70,4,24392,55
